WORD,FREQUENCY,PHONEME_LENGTH,MONOMORPHEME,ORTHO_LENGTH,LOG_FREQ,LANG
vergelijking,1854,11,FALSE,12,7.5251007461258,Dutch
overkomen,1853,8,FALSE,9,7.52456122628536,Dutch
serieus,1853,7,TRUE,7,7.52456122628536,Dutch
overgaan,1850,7,FALSE,8,7.52294091807237,Dutch
jammer,1850,5,TRUE,6,7.52294091807237,Dutch
gezondheid,1850,10,FALSE,10,7.52294091807237,Dutch
uiting,1850,5,FALSE,6,7.52294091807237,Dutch
beschouwing,1848,9,FALSE,11,7.52185925220163,Dutch
logisch,1847,5,FALSE,7,7.52131798019924,Dutch
juffrouw,1846,7,FALSE,8,7.5207764150628,Dutch
storten,1846,6,TRUE,7,7.5207764150628,Dutch
letter,1846,5,TRUE,6,7.5207764150628,Dutch
uitmaken,1845,7,FALSE,8,7.52023455647463,Dutch
roze,1843,4,TRUE,4,7.51914995766982,Dutch
kern,1842,4,TRUE,4,7.51860721681525,Dutch
mama,1841,4,TRUE,4,7.51806418123308,Dutch
ruzie,1839,4,TRUE,5,7.51697722460432,Dutch
verbinding,1837,9,FALSE,10,7.51588908521513,Dutch
personeel,1837,8,FALSE,9,7.51588908521513,Dutch
vluchten,1836,6,TRUE,8,7.51534457118044,Dutch
slaaf,1836,4,TRUE,5,7.51534457118044,Dutch
noorden,1835,5,FALSE,7,7.51479976048867,Dutch
gevangenis,1835,9,FALSE,10,7.51479976048867,Dutch
maart,1832,4,FALSE,5,7.51316354523408,Dutch
bijten,1829,5,TRUE,6,7.51152464839087,Dutch
geboorte,1829,7,FALSE,8,7.51152464839087,Dutch
ontwerpen,1828,8,FALSE,9,7.5109777520141,Dutch
aanwijzing,1828,8,FALSE,10,7.5109777520141,Dutch
besef,1826,5,FALSE,5,7.50988306115491,Dutch
vorming,1826,6,FALSE,7,7.50988306115491,Dutch
leer,1825,3,TRUE,4,7.50933526601659,Dutch
slaapkamer,1825,9,FALSE,10,7.50933526601659,Dutch
glanzen,1824,6,TRUE,7,7.50878717063428,Dutch
achteraf,1824,7,FALSE,8,7.50878717063428,Dutch
cafe,1822,4,TRUE,4,7.5076900778199,Dutch
toegeven,1822,6,FALSE,8,7.5076900778199,Dutch
dollar,1821,5,TRUE,6,7.50714107972761,Dutch
juli,1821,4,FALSE,4,7.50714107972761,Dutch
object,1819,6,FALSE,6,7.50604217851812,Dutch
kleren,1819,5,FALSE,6,7.50604217851812,Dutch
makkelijk,1818,7,FALSE,9,7.50549227473742,Dutch
vermoedelijk,1817,10,FALSE,12,7.50494206839617,Dutch
bevoegdheid,1815,10,FALSE,11,7.50384074669895,Dutch
duister,1815,7,TRUE,7,7.50384074669895,Dutch
verbaasd,1814,7,FALSE,8,7.50328963067508,Dutch
socialistisch,1814,10,FALSE,13,7.50328963067508,Dutch
ontwikkeld,1813,9,FALSE,10,7.50273821075485,Dutch
deken,1810,4,TRUE,5,7.50108212425987,Dutch
stromen,1809,6,TRUE,7,7.50052948539529,Dutch
Holland,1809,6,FALSE,7,7.50052948539529,Dutch
voorbereiden,1808,10,FALSE,12,7.49997654095212,Dutch
bitter,1807,5,TRUE,6,7.49942329059223,Dutch
kamp,1807,4,TRUE,4,7.49942329059223,Dutch
uitleggen,1807,7,FALSE,9,7.49942329059223,Dutch
verminderen,1804,10,FALSE,11,7.49776170062257,Dutch
vreugde,1802,6,TRUE,7,7.49665243816828,Dutch
gemak,1801,5,FALSE,5,7.49609734517596,Dutch
mijnheer,1801,7,FALSE,8,7.49609734517596,Dutch
ontkennen,1800,7,FALSE,9,7.49554194388426,Dutch
jurk,1794,4,TRUE,4,7.49220304261874,Dutch
juni,1793,4,FALSE,4,7.49164547360513,Dutch
melden,1792,5,TRUE,6,7.49108759353488,Dutch
volwassen,1791,7,FALSE,9,7.49052940206071,Dutch
innemen,1791,5,FALSE,7,7.49052940206071,Dutch
gewicht,1790,6,FALSE,7,7.4899708988348,Dutch
hiermee,1789,5,FALSE,7,7.48941208350872,Dutch
pastoor,1789,6,TRUE,7,7.48941208350872,Dutch
accepteren,1789,9,FALSE,10,7.48941208350872,Dutch
minstens,1788,8,FALSE,8,7.48885295573346,Dutch
initiatief,1787,9,FALSE,10,7.48829351515943,Dutch
verscheiden,1786,9,FALSE,11,7.48773376143644,Dutch
troep,1784,4,TRUE,5,7.48661331313996,Dutch
stoten,1784,5,TRUE,6,7.48661331313996,Dutch
bidden,1782,4,TRUE,6,7.48549160803075,Dutch
april,1781,5,FALSE,5,7.48493028328966,Dutch
verspreiden,1781,10,FALSE,11,7.48493028328966,Dutch
daaruit,1781,6,FALSE,7,7.48493028328966,Dutch
zomaar,1780,5,FALSE,6,7.48436864328613,Dutch
bepaling,1778,7,FALSE,8,7.48324441607385,Dutch
kunstenaar,1777,9,FALSE,10,7.48268182815465,Dutch
enerzijds,1775,8,FALSE,9,7.48155570190952,Dutch
mis,1773,3,TRUE,3,7.48042830607421,Dutch
verbieden,1773,7,FALSE,9,7.48042830607421,Dutch
november,1772,8,FALSE,8,7.47986413116503,Dutch
consequentie,1770,11,FALSE,12,7.47873482556787,Dutch
oktober,1768,7,FALSE,7,7.47760424319759,Dutch
burgemeester,1767,11,FALSE,12,7.4770384723197,Dutch
waarna,1767,5,FALSE,6,7.4770384723197,Dutch
westers,1766,7,FALSE,7,7.47647238116391,Dutch
verlies,1765,6,FALSE,7,7.4759059693674,Dutch
verbeteren,1762,9,FALSE,10,7.47420480649612,Dutch
vegen,1760,4,TRUE,5,7.4730690880322,Dutch
steek,1759,4,TRUE,5,7.47250074473756,Dutch
burgerlijk,1759,9,FALSE,10,7.47250074473756,Dutch
lelijk,1758,5,TRUE,6,7.47193207824512,Dutch
aantreffen,1757,7,FALSE,10,7.4713630881871,Dutch
tegemoet,1757,7,FALSE,8,7.4713630881871,Dutch
levend,1756,6,FALSE,6,7.47079377419506,Dutch
bezorgen,1756,7,FALSE,8,7.47079377419506,Dutch
jongeman,1753,7,FALSE,8,7.46908388492123,Dutch
zenden,1752,5,TRUE,6,7.46851327149634,Dutch
hoed,1752,3,TRUE,4,7.46851327149634,Dutch
gezamenlijk,1752,9,FALSE,11,7.46851327149634,Dutch
zondag,1751,6,FALSE,6,7.46794233228585,Dutch
huisarts,1750,7,FALSE,8,7.46737106691756,Dutch
inrichting,1749,8,FALSE,10,7.4667994750186,Dutch
tiental,1749,6,FALSE,7,7.4667994750186,Dutch
overig,1749,6,FALSE,6,7.4667994750186,Dutch
degene,1748,6,FALSE,6,7.46622755621548,Dutch
theoretisch,1747,9,FALSE,11,7.46565531013406,Dutch
wereldoorlog,1744,11,FALSE,12,7.46393660446893,Dutch
psycholoog,1743,8,FALSE,10,7.46336304552002,Dutch
bereid,1742,6,FALSE,6,7.46278915741245,Dutch
koningin,1740,7,FALSE,8,7.46164039220858,Dutch
Rus,1739,3,FALSE,3,7.46106551435428,Dutch
tocht,1738,4,TRUE,5,7.46049030582534,Dutch
genezen,1738,6,FALSE,7,7.46049030582534,Dutch
blazen,1737,5,TRUE,6,7.4599147662411,Dutch
toevoegen,1737,6,FALSE,9,7.4599147662411,Dutch
pers,1737,4,TRUE,4,7.4599147662411,Dutch
verbonden,1737,8,FALSE,9,7.4599147662411,Dutch
ontmoeting,1736,8,FALSE,10,7.4593388952203,Dutch
eigenaar,1736,7,FALSE,8,7.4593388952203,Dutch
mes,1733,3,TRUE,3,7.45760928971561,Dutch
verslag,1733,7,FALSE,7,7.45760928971561,Dutch
behouden,1732,7,FALSE,8,7.45703208912238,Dutch
onverwacht,1732,9,FALSE,10,7.45703208912238,Dutch
vervelen,1729,7,FALSE,8,7.45529848568329,Dutch
terras,1726,5,TRUE,6,7.45356187164337,Dutch
schoot,1725,4,TRUE,6,7.45298232946546,Dutch
uitvoerig,1725,8,FALSE,9,7.45298232946546,Dutch
afvragen,1721,6,FALSE,8,7.45066079621154,Dutch
gelegen,1719,6,FALSE,7,7.44949800538285,Dutch
geleerd,1719,6,FALSE,7,7.44949800538285,Dutch
gezellig,1718,7,FALSE,8,7.4489161025442,Dutch
geheugen,1716,6,FALSE,8,7.44775128004791,Dutch
klasse,1714,5,TRUE,6,7.44658509915773,Dutch
werker,1713,6,FALSE,6,7.44600149832412,Dutch
dode,1713,4,FALSE,4,7.44600149832412,Dutch
crisis,1712,6,FALSE,6,7.44541755670169,Dutch
beest,1712,4,TRUE,5,7.44541755670169,Dutch
studeren,1712,7,FALSE,8,7.44541755670169,Dutch
bedreigen,1711,8,FALSE,9,7.44483327389219,Dutch
particulier,1711,10,TRUE,11,7.44483327389219,Dutch
inzake,1710,6,FALSE,6,7.44424864949671,Dutch
oprichten,1710,7,FALSE,9,7.44424864949671,Dutch
pot,1706,3,TRUE,3,7.44190672805162,Dutch
maat,1705,3,TRUE,4,7.44132038971762,Dutch
papa,1705,4,TRUE,4,7.44132038971762,Dutch
oefenen,1703,5,TRUE,7,7.44014668066269,Dutch
operatie,1703,7,FALSE,8,7.44014668066269,Dutch
ruiken,1702,5,TRUE,6,7.43955930913332,Dutch
poot,1701,3,TRUE,4,7.43897159239586,Dutch
bruin,1701,5,TRUE,5,7.43897159239586,Dutch
vent,1700,4,TRUE,4,7.43838353004431,Dutch
simpel,1699,6,TRUE,6,7.43779512167193,Dutch
somber,1696,6,TRUE,6,7.43602781635185,Dutch
partner,1694,7,FALSE,7,7.434847875212,Dutch
snelheid,1694,8,FALSE,8,7.434847875212,Dutch
sprong,1694,5,TRUE,6,7.434847875212,Dutch
suiker,1694,6,TRUE,6,7.434847875212,Dutch
beperking,1693,8,FALSE,9,7.43425738213314,Dutch
maag,1692,3,TRUE,4,7.43366654016617,Dutch
gemeen,1691,5,TRUE,6,7.43307534889858,Dutch
vijftien,1691,7,FALSE,8,7.43307534889858,Dutch
overlijden,1690,9,FALSE,10,7.43248380791712,Dutch
bevelen,1689,6,FALSE,7,7.4318919168078,Dutch
rede,1689,4,TRUE,4,7.4318919168078,Dutch
augustus,1688,8,FALSE,8,7.4312996751559,Dutch
materieel,1688,9,FALSE,9,7.4312996751559,Dutch
nuttig,1687,5,FALSE,6,7.43070708254597,Dutch
ofschoon,1682,6,FALSE,8,7.42773884053289,Dutch
omschrijven,1680,9,FALSE,11,7.4265490723973,Dutch
schade,1680,5,TRUE,6,7.4265490723973,Dutch
geestelijke,1679,9,FALSE,11,7.42595365707754,Dutch
oosten,1676,4,FALSE,6,7.42416528104203,Dutch
lijk,1675,4,TRUE,4,7.42356844425917,Dutch
integendeel,1675,9,FALSE,11,7.42356844425917,Dutch
literair,1674,7,FALSE,8,7.42297125104942,Dutch
Vlaams,1673,5,FALSE,6,7.42237370098682,Dutch
kapot,1672,5,TRUE,5,7.42177579364465,Dutch
Rome,1671,4,FALSE,4,7.42117752859539,Dutch
veertig,1671,6,FALSE,7,7.42117752859539,Dutch
ontspannen,1671,8,FALSE,10,7.42117752859539,Dutch
heilige,1671,7,FALSE,7,7.42117752859539,Dutch
patiente,1670,7,FALSE,8,7.4205789054108,Dutch
beoordelen,1668,8,FALSE,10,7.41938058291869,Dutch
meebrengen,1666,7,FALSE,10,7.41818082272679,Dutch
bescherming,1666,9,FALSE,11,7.41818082272679,Dutch
wisselen,1666,6,TRUE,8,7.41818082272679,Dutch
noodzaak,1664,6,FALSE,8,7.41697962138115,Dutch
overnemen,1661,8,FALSE,9,7.41517510961329,Dutch
fraai,1660,4,TRUE,5,7.41457288135059,Dutch
stijf,1658,5,TRUE,5,7.41336733569524,Dutch
plaat,1658,4,TRUE,5,7.41336733569524,Dutch
economie,1657,7,FALSE,8,7.41276401742656,Dutch
toekomstig,1654,9,FALSE,10,7.41095187558364,Dutch
Grieks,1653,5,FALSE,6,7.41034709782102,Dutch
drank,1653,5,TRUE,5,7.41034709782102,Dutch
sneeuw,1652,4,TRUE,6,7.40974195408092,Dutch
kruis,1651,5,TRUE,5,7.40913644392013,Dutch
tijdschrift,1650,10,FALSE,11,7.40853056689463,Dutch
verdelen,1650,7,FALSE,8,7.40853056689463,Dutch
automatisch,1648,9,FALSE,11,7.40731771046942,Dutch
doos,1648,3,TRUE,4,7.40731771046942,Dutch
opdat,1646,5,FALSE,5,7.40610338123702,Dutch
verdieping,1646,8,FALSE,10,7.40610338123702,Dutch
aantrekkelijk,1645,10,FALSE,13,7.40549566319947,Dutch
rukken,1645,4,TRUE,6,7.40549566319947,Dutch
ie,1643,1,TRUE,2,7.40427911803727,Dutch
ure,1642,3,FALSE,3,7.40367029001237,Dutch
project,1641,7,FALSE,7,7.40306109109009,Dutch
opvoeding,1639,7,FALSE,9,7.40184157874383,Dutch
buitengewoon,1639,10,FALSE,12,7.40184157874383,Dutch
tikken,1639,4,TRUE,6,7.40184157874383,Dutch
overweging,1638,9,FALSE,10,7.40123126441302,Dutch
tegenstander,1637,11,FALSE,12,7.40062057737113,Dutch
degelijk,1636,7,FALSE,8,7.40000951716269,Dutch
zozeer,1635,5,FALSE,6,7.39939808333135,Dutch
vrucht,1635,5,TRUE,6,7.39939808333135,Dutch
hut,1635,3,TRUE,3,7.39939808333135,Dutch
communicatie,1634,10,FALSE,12,7.39878627541995,Dutch
letterlijk,1633,8,FALSE,10,7.39817409297047,Dutch
wettelijk,1633,7,FALSE,9,7.39817409297047,Dutch
aandeel,1632,5,FALSE,7,7.39756153552405,Dutch
verklaard,1631,8,FALSE,9,7.39694860262101,Dutch
ondertussen,1630,9,FALSE,11,7.39633529380081,Dutch
stelen,1625,5,TRUE,6,7.39326309476384,Dutch
ruw,1623,3,TRUE,3,7.39203156751459,Dutch
geschikt,1622,7,FALSE,8,7.39141523467536,Dutch
park,1622,4,TRUE,4,7.39141523467536,Dutch
bal,1621,3,TRUE,3,7.39079852173568,Dutch
boerderij,1620,8,FALSE,9,7.39018142822643,Dutch
dergelijk,1619,8,FALSE,9,7.38956395367764,Dutch
lach,1619,3,TRUE,4,7.38956395367764,Dutch
uitsluitend,1619,11,FALSE,11,7.38956395367764,Dutch
verkeer,1619,6,TRUE,7,7.38956395367764,Dutch
nota,1618,4,TRUE,4,7.38894609761844,Dutch
tas,1616,3,TRUE,3,7.38770923908104,Dutch
prof,1616,4,TRUE,4,7.38770923908104,Dutch
doorbrengen,1616,8,FALSE,11,7.38770923908104,Dutch
medewerker,1616,10,FALSE,10,7.38770923908104,Dutch
moreel,1614,5,FALSE,6,7.38647084882989,Dutch
vleugel,1614,6,TRUE,7,7.38647084882989,Dutch
keurig,1613,5,FALSE,6,7.38585107812521,Dutch
beslist,1611,7,FALSE,7,7.38461038317697,Dutch
bewonderen,1609,9,FALSE,10,7.38336814699238,Dutch
waarderen,1607,7,FALSE,9,7.38212436573751,Dutch
ademen,1606,5,TRUE,6,7.38150189450671,Dutch
barsten,1602,6,TRUE,7,7.3790081276283,Dutch
Indiaan,1601,7,FALSE,7,7.37838371299671,Dutch
vergroten,1601,8,FALSE,9,7.37838371299671,Dutch
cijfer,1600,6,TRUE,6,7.37775890822787,Dutch
opzet,1600,5,FALSE,5,7.37775890822787,Dutch
bezighouden,1599,10,FALSE,11,7.37713371283395,Dutch
onbekend,1597,8,FALSE,8,7.37588214821501,Dutch
lastig,1597,6,FALSE,6,7.37588214821501,Dutch
formeel,1596,6,FALSE,7,7.37525577800975,Dutch
droge,1596,5,FALSE,5,7.37525577800975,Dutch
schilderij,1595,9,FALSE,10,7.37462901521894,Dutch
duisternis,1594,10,FALSE,10,7.37400185935016,Dutch
kaal,1594,3,TRUE,4,7.37400185935016,Dutch
inspanning,1593,8,FALSE,10,7.37337430991005,Dutch
rijzen,1592,5,TRUE,6,7.37274636640433,Dutch
fantasie,1590,7,FALSE,8,7.37148929521428,Dutch
scheiding,1589,7,FALSE,9,7.37086016653672,Dutch
dronken,1589,6,FALSE,7,7.37086016653672,Dutch
uitbreiden,1588,9,FALSE,10,7.37023064180708,Dutch
voorschrift,1587,9,FALSE,11,7.36960072052641,Dutch
vet,1587,3,TRUE,3,7.36960072052641,Dutch
wortel,1586,6,TRUE,6,7.36897040219479,Dutch
meten,1585,4,TRUE,5,7.36833968631138,Dutch
fris,1584,4,TRUE,4,7.36770857237437,Dutch
vernemen,1583,7,FALSE,8,7.36707705988101,Dutch
plat,1582,4,TRUE,4,7.3664451483276,Dutch
gaarne,1580,5,TRUE,6,7.36518012602101,Dutch
verbetering,1579,10,FALSE,11,7.36454701425564,Dutch
sport,1578,5,TRUE,5,7.36391350140582,Dutch
lied,1578,3,TRUE,4,7.36391350140582,Dutch
opgeven,1578,6,FALSE,7,7.36391350140582,Dutch
koesteren,1575,7,TRUE,9,7.36201055125973,Dutch
vuist,1574,5,TRUE,5,7.36137542897735,Dutch
reizen,1573,5,TRUE,6,7.36073990305828,Dutch
twijfelen,1573,8,TRUE,9,7.36073990305828,Dutch
meerderheid,1572,10,FALSE,11,7.36010397298915,Dutch
plicht,1571,5,TRUE,6,7.35946763825562,Dutch
sedert,1570,6,TRUE,6,7.35883089834235,Dutch
samenhang,1570,8,FALSE,9,7.35883089834235,Dutch
klok,1569,4,TRUE,4,7.35819375273303,Dutch
belasting,1569,8,FALSE,9,7.35819375273303,Dutch
allereerst,1568,8,FALSE,10,7.35755620091035,Dutch
zwemmen,1567,5,TRUE,7,7.35691824235602,Dutch
vals,1566,4,TRUE,4,7.35627987655075,Dutch
glad,1565,4,TRUE,4,7.35564110297425,Dutch
toestaan,1565,6,FALSE,8,7.35564110297425,Dutch
blok,1565,4,TRUE,4,7.35564110297425,Dutch
achterlaten,1564,9,FALSE,11,7.35500192110526,Dutch
kameraad,1562,7,TRUE,8,7.35372233039963,Dutch
ministerie,1562,9,FALSE,10,7.35372233039963,Dutch
overblijven,1558,10,FALSE,11,7.35115822643069,Dutch
haat,1558,3,TRUE,4,7.35115822643069,Dutch
afnemen,1557,6,FALSE,7,7.350516171834,Dutch
waarneming,1555,8,FALSE,10,7.34923082461333,Dutch
liegen,1554,4,TRUE,6,7.34858753092759,Dutch
democratisch,1553,10,FALSE,12,7.34794382314869,Dutch
zweet,1553,4,TRUE,5,7.34794382314869,Dutch
wijziging,1552,8,FALSE,9,7.34729970074316,Dutch
concentreren,1552,11,FALSE,12,7.34729970074316,Dutch
elf,1550,3,TRUE,3,7.34601020991329,Dutch
optrekken,1549,7,FALSE,9,7.34536484041687,Dutch
psychisch,1549,6,FALSE,9,7.34536484041687,Dutch
toeval,1549,5,FALSE,6,7.34536484041687,Dutch
goud,1549,4,TRUE,4,7.34536484041687,Dutch
chef,1548,3,TRUE,4,7.34471905414967,Dutch
angstig,1548,6,FALSE,7,7.34471905414967,Dutch
wezenlijk,1548,7,FALSE,9,7.34471905414967,Dutch
gevoelig,1547,7,FALSE,8,7.34407285057307,Dutch
verdomme,1547,7,FALSE,8,7.34407285057307,Dutch
kasteel,1545,6,TRUE,7,7.34277918933185,Dutch
bril,1544,4,TRUE,4,7.34213173058472,Dutch
klagen,1544,5,TRUE,6,7.34213173058472,Dutch
bijdragen,1543,8,FALSE,9,7.34148385236316,Dutch
begeven,1543,6,FALSE,7,7.34148385236316,Dutch
ingang,1542,5,FALSE,6,7.34083555412327,Dutch
haven,1541,4,TRUE,5,7.34018683532012,Dutch
ontlenen,1541,7,FALSE,8,7.34018683532012,Dutch
betreffende,1540,10,FALSE,11,7.33953769540767,Dutch
gillen,1540,4,TRUE,6,7.33953769540767,Dutch
groene,1539,5,FALSE,6,7.33888813383888,Dutch
uitdrukken,1539,7,FALSE,10,7.33888813383888,Dutch
parlement,1536,9,FALSE,9,7.33693691370762,Dutch
lokaal,1534,5,FALSE,6,7.3356339819272,Dutch
overkant,1534,8,FALSE,8,7.3356339819272,Dutch
heftig,1533,6,FALSE,6,7.33498187887181,Dutch
reiken,1530,5,TRUE,6,7.33302301438648,Dutch
hierin,1530,5,FALSE,6,7.33302301438648,Dutch
stelsel,1530,7,FALSE,7,7.33302301438648,Dutch
uitnodigen,1528,9,FALSE,10,7.33171496972647,Dutch
kortom,1528,6,FALSE,6,7.33171496972647,Dutch
stimuleren,1527,9,FALSE,10,7.33106030521863,Dutch
derhalve,1525,8,FALSE,8,7.32974968904151,Dutch
christendom,1525,10,FALSE,11,7.32974968904151,Dutch
ellende,1525,6,TRUE,7,7.32974968904151,Dutch
werkzaamheid,1524,11,FALSE,12,7.32909373624659,Dutch
touw,1522,4,TRUE,4,7.32778053842163,Dutch
puur,1521,3,TRUE,4,7.32712329225929,Dutch
diezelfde,1521,8,FALSE,9,7.32712329225929,Dutch
uitzicht,1520,7,FALSE,8,7.32646561384032,Dutch
objectief,1519,8,FALSE,9,7.32580750259577,Dutch
verplichting,1518,10,FALSE,12,7.32514895795557,Dutch
primair,1517,6,FALSE,7,7.32448997934853,Dutch
onderbreken,1517,10,FALSE,11,7.32448997934853,Dutch
bedanken,1516,7,FALSE,8,7.32383056620232,Dutch
koe,1514,2,TRUE,3,7.32251043399739,Dutch
onbewust,1513,8,FALSE,8,7.32184971378836,Dutch
dal,1513,3,TRUE,3,7.32184971378836,Dutch
vriendschap,1510,9,FALSE,11,7.31986492980897,Dutch
wijs,1509,4,TRUE,4,7.31920245876785,Dutch
onderweg,1508,8,FALSE,8,7.3185395485679,Dutch
voorziening,1508,8,FALSE,11,7.3185395485679,Dutch
nieuwsgierig,1505,9,FALSE,12,7.31654817718298,Dutch
interpretatie,1503,12,FALSE,13,7.31521838975297,Dutch
opbouwen,1502,6,FALSE,8,7.31455283232408,Dutch
enzovoort,1501,8,FALSE,9,7.31388683163346,Dutch
Hollands,1500,6,FALSE,8,7.3132203870903,Dutch
vertalen,1500,7,FALSE,8,7.3132203870903,Dutch
volwassene,1499,9,FALSE,10,7.3125534981026,Dutch
bestrijden,1499,9,FALSE,10,7.3125534981026,Dutch
kwalijk,1498,6,FALSE,7,7.31188616407716,Dutch
aantonen,1497,6,FALSE,8,7.31121838441963,Dutch
tekort,1496,6,FALSE,6,7.31055015853442,Dutch
verzoeken,1495,7,FALSE,9,7.30988148582479,Dutch
val,1494,3,TRUE,3,7.30921236569276,Dutch
zelfstandig,1493,11,FALSE,11,7.30854279753919,Dutch
voorspellen,1493,8,FALSE,11,7.30854279753919,Dutch
achteruit,1493,8,FALSE,9,7.30854279753919,Dutch
keizer,1493,6,TRUE,6,7.30854279753919,Dutch
pan,1492,3,TRUE,3,7.30787278076371,Dutch
rots,1491,3,TRUE,4,7.30720231476474,Dutch
gevangene,1491,8,FALSE,9,7.30720231476474,Dutch
prestatie,1491,8,FALSE,9,7.30720231476474,Dutch
haastig,1490,6,FALSE,7,7.30653139893951,Dutch
stelling,1490,6,FALSE,8,7.30653139893951,Dutch
hijgen,1489,5,TRUE,6,7.30586003268401,Dutch
teveel,1489,5,FALSE,6,7.30586003268401,Dutch
realiteit,1487,10,FALSE,9,7.30451594646016,Dutch
Nederlander,1486,11,FALSE,11,7.3038432252777,Dutch
bewoner,1485,7,FALSE,7,7.3031700512368,Dutch
meid,1485,4,TRUE,4,7.3031700512368,Dutch
wijden,1485,5,TRUE,6,7.3031700512368,Dutch
eenzaamheid,1485,9,FALSE,11,7.3031700512368,Dutch
ontdekking,1484,7,FALSE,10,7.30249642372733,Dutch
onvoldoend,1483,9,FALSE,10,7.30182234213793,Dutch
onschuldig,1483,9,FALSE,10,7.30182234213793,Dutch
maaltijd,1483,7,FALSE,8,7.30182234213793,Dutch
aanbod,1482,5,FALSE,6,7.30114780585603,Dutch
ondernemen,1482,9,FALSE,10,7.30114780585603,Dutch
aankijken,1481,7,FALSE,9,7.3004728142678,Dutch
complex,1481,8,FALSE,7,7.3004728142678,Dutch
overtuigd,1480,9,FALSE,9,7.29979736675816,Dutch
knijpen,1479,6,TRUE,7,7.2991214627108,Dutch
talrijk,1479,7,FALSE,7,7.2991214627108,Dutch
vieren,1477,4,TRUE,6,7.29776828253138,Dutch
onderhouden,1476,10,FALSE,11,7.29709100516042,Dutch
zestig,1476,6,FALSE,6,7.29709100516042,Dutch
scheuren,1476,5,TRUE,8,7.29709100516042,Dutch
omgaan,1475,5,FALSE,6,7.29641326877392,Dutch
opheffen,1473,6,FALSE,8,7.29505641646263,Dutch
nabij,1473,5,FALSE,5,7.29505641646263,Dutch
grondig,1473,7,FALSE,7,7.29505641646263,Dutch
ijzeren,1472,6,FALSE,7,7.29437729928882,Dutch
opwinding,1470,8,FALSE,9,7.29301767977278,Dutch
drogen,1469,5,TRUE,6,7.29233717617388,Dutch
stok,1469,4,TRUE,4,7.29233717617388,Dutch
poort,1468,4,TRUE,5,7.29165620917446,Dutch
toneel,1468,5,FALSE,6,7.29165620917446,Dutch
opvatten,1468,6,FALSE,8,7.29165620917446,Dutch
februari,1467,9,FALSE,8,7.29097477814298,Dutch
voeden,1466,4,TRUE,6,7.2902928824466,Dutch
socialisme,1466,9,FALSE,10,7.2902928824466,Dutch
onthouden,1466,8,FALSE,9,7.2902928824466,Dutch
kreet,1466,4,TRUE,5,7.2902928824466,Dutch
wier,1465,3,TRUE,4,7.28961052145117,Dutch
afgezien,1463,7,FALSE,8,7.28824440102012,Dutch
bisschop,1462,6,FALSE,8,7.28756064030972,Dutch
geslacht,1460,7,FALSE,8,7.28619171470238,Dutch
opwinden,1459,7,FALSE,8,7.28550654852279,Dutch
graf,1457,4,TRUE,4,7.2841348061952,Dutch
horloge,1457,7,TRUE,7,7.2841348061952,Dutch
begeleiden,1456,9,FALSE,10,7.28344822875663,Dutch
zulk,1456,4,TRUE,4,7.28344822875663,Dutch
machtig,1452,6,FALSE,7,7.28069719538474,Dutch
vlam,1452,4,TRUE,4,7.28069719538474,Dutch
verzorgen,1451,8,FALSE,9,7.28000825288419,Dutch
autoriteit,1450,10,FALSE,10,7.27931883541462,Dutch
begraven,1450,7,FALSE,8,7.27931883541462,Dutch
gerust,1450,6,FALSE,6,7.27931883541462,Dutch
belachelijk,1448,9,FALSE,11,7.27793857294566,Dutch
bleek,1447,4,TRUE,5,7.27724772663148,Dutch
keus,1447,3,TRUE,4,7.27724772663148,Dutch
bel,1446,3,TRUE,3,7.27655640271871,Dutch
veroordelen,1445,9,FALSE,11,7.27586460054653,Dutch
Engelsman,1445,8,FALSE,9,7.27586460054653,Dutch
overleven,1443,8,FALSE,9,7.27447955877387,Dutch
hierdoor,1442,6,FALSE,8,7.27378631784489,Dutch
vrees,1441,4,TRUE,5,7.27309259599952,Dutch
politicus,1441,9,FALSE,9,7.27309259599952,Dutch
definitie,1441,8,FALSE,9,7.27309259599952,Dutch
besloten,1440,7,FALSE,8,7.27239839257005,Dutch
confronteren,1440,11,FALSE,12,7.27239839257005,Dutch
plots,1439,4,TRUE,5,7.27170370688737,Dutch
industrieel,1438,11,FALSE,11,7.27100853828099,Dutch
haten,1437,4,TRUE,5,7.27031288607902,Dutch
benoemen,1436,6,FALSE,8,7.26961674960817,Dutch
dankbaar,1434,7,FALSE,8,7.26822302115957,Dutch
plank,1431,5,TRUE,5,7.26612877955645,Dutch
glazen,1431,5,FALSE,6,7.26612877955645,Dutch
oefening,1430,6,FALSE,8,7.26542972325395,Dutch
schatten,1430,5,TRUE,8,7.26542972325395,Dutch
bespreking,1430,9,FALSE,10,7.26542972325395,Dutch
voorbereiding,1429,11,FALSE,13,7.26473017792987,Dutch
Brits,1429,4,FALSE,5,7.26473017792987,Dutch
revolutionair,1429,12,FALSE,13,7.26473017792987,Dutch
mijzelf,1428,7,FALSE,7,7.26403014289953,Dutch
grootvader,1426,9,FALSE,10,7.26262860097424,Dutch
ring,1424,3,TRUE,4,7.26122509197192,Dutch
schuldig,1423,7,FALSE,8,7.26052259808985,Dutch
teen,1422,3,TRUE,4,7.25981961036319,Dutch
procedure,1421,9,TRUE,9,7.2591161280971,Dutch
smeken,1420,5,TRUE,6,7.25841215059531,Dutch
